2194, Sat,31,Dec,2016, 10,17,35,41,51,54,25,  26293902,    0,   Merlin   ,  7 
2193, Wed,28,Dec,2016, 05,40,47,48,52,54,33,  22170849,    0,   Merlin   ,  5 
2192, Sat,24,Dec,2016, 16,19,29,46,54,58,12,  20765992,    0,   Merlin   ,  8 
2191, Wed,21,Dec,2016, 10,13,22,35,42,52,27,  16574503,    0,  Lancelot  ,  6 
2190, Sat,17,Dec,2016, 02,11,18,32,40,54,08,  15287600,    0,   Merlin   ,  7 
2189, Wed,14,Dec,2016, 03,07,08,09,40,58,36,  12040376,    0,   Merlin   ,  8 
2188, Sat,10,Dec,2016, 11,26,31,32,33,46,20,  10343595,    0,  Lancelot  ,  5 
2187, Wed, 7,Dec,2016, 16,27,31,32,44,58,42,   7215444,    0,  Lancelot  ,  6 
2186, Sat, 3,Dec,2016, 03,08,09,19,21,54,31,   5572309,    0,   Merlin   ,  6 
2185, Wed,30,Nov,2016, 10,20,25,39,45,55,22,   2046590,    0,  Lancelot  ,  7 
2184, Sat,26,Nov,2016, 01,02,28,40,48,49,17,  10394608,    1,   Merlin   ,  5 
2183, Wed,23,Nov,2016, 02,04,08,25,38,39,29,   7211954,    0,   Merlin   ,  8 
2182, Sat,19,Nov,2016, 05,07,08,16,28,37,40,   5563528,    0,   Merlin   ,  7 
2181, Wed,16,Nov,2016, 07,12,33,47,50,51,40,   2006766,    0,  Lancelot  ,  5 
2180, Sat,12,Nov,2016, 03,11,16,31,44,55,08,   5672414,    1,  Lancelot  ,  7 
2179, Wed, 9,Nov,2016, 12,13,30,34,39,52,38,   2075555,    0,  Lancelot  ,  8 
2178, Sat, 5,Nov,2016, 08,12,16,26,45,49,27,   1807674,    2,  Lancelot  ,  6 
2177, Wed, 2,Nov,2016, 05,14,19,24,31,38,29,  10816275,    1,   Merlin   ,  7 
2176, Sat,29,Oct,2016, 07,08,16,24,29,58,42,   9075232,    0,  Lancelot  ,  8 
2175, Wed,26,Oct,2016, 05,11,27,29,52,53,13,   5845840,    0,   Merlin   ,  5 
2174, Sat,22,Oct,2016, 09,19,26,27,45,50,23,   3644720,    0,   Merlin   ,  6 
2173, Wed,19,Oct,2016, 02,03,04,32,54,59,12,  26196380,    1,  Lancelot  ,  8 
2172, Sat,15,Oct,2016, 14,16,25,42,46,51,53,  24226822,    0,   Merlin   ,  5 
2171, Wed,12,Oct,2016, 02,22,29,30,36,58,53,  21056054,    0,   Merlin   ,  7 
2170, Sat, 8,Oct,2016, 11,17,20,32,40,42,27,  19422626,    0,   Merlin   ,  6 
2169, Wed, 5,Oct,2016, 11,16,25,37,43,44,39,  16333383,    0,  Lancelot  ,  7 
2168, Sat, 1,Oct,2016, 04,05,18,28,43,58,55,  14494590,    0,   Merlin   ,  8 
2167, Wed,28,Sep,2016, 19,29,37,41,51,53,55,  11106204,    0,  Lancelot  ,  5 
2166, Sat,24,Sep,2016, 11,24,34,43,44,47,42,   9286909,    0,   Merlin   ,  6 
2165, Wed,21,Sep,2016, 20,21,28,33,49,56,43,   5968842,    0,  Lancelot  ,  2 
2164, Sat,17,Sep,2016, 10,14,25,29,52,54,37,   3777516,    0,   Merlin   ,  3 
2163, Wed,14,Sep,2016, 16,23,35,42,44,58,28,  24440625,    0,   Merlin   ,  3 
2162, Sat,10,Sep,2016, 06,17,37,46,47,51,02,  22576245,    0,   Merlin   ,  1 
2161, Wed, 7,Sep,2016, 03,10,12,29,30,44,11,  19322908,    0,  Lancelot  ,  4 
2160, Sat, 3,Sep,2016, 02,06,17,28,38,55,37,  17766697,    0,   Merlin   ,  4 
2159, Wed,31,Aug,2016, 15,16,26,45,47,49,50,  14168137,    0,   Merlin   ,  2 
2158, Sat,27,Aug,2016, 05,10,22,23,34,54,08,  12177452,    0,  Lancelot  ,  1 
2157, Wed,24,Aug,2016, 04,10,15,37,38,59,01,   7622407,    0,  Lancelot  ,  2 
2156, Sat,20,Aug,2016, 08,18,26,35,41,52,17,   5898564,    0,   Merlin   ,  4 
2155, Wed,17,Aug,2016, 04,15,27,36,37,59,55,   2079852,    0,   Merlin   ,  1 
2154, Sat,13,Aug,2016, 12,20,31,39,43,46,38,  16109419,    1,   Merlin   ,  3 
2153, Wed,10,Aug,2016, 11,17,35,36,40,59,39,  12694073,    0,   Merlin   ,  1 
2152, Sat, 6,Aug,2016, 34,39,42,47,53,54,08,  10842259,    0,  Lancelot  ,  4 
2151, Wed, 3,Aug,2016, 16,17,22,38,41,55,05,   7485160,    0,   Merlin   ,  3 
2150, Sat,30,Jul,2016, 14,26,28,41,51,57,48,   5771863,    0,   Merlin   ,  2 
2149, Wed,27,Jul,2016, 09,24,26,38,40,46,30,   2055847,    0,  Lancelot  ,  4 
2148, Sat,23,Jul,2016, 19,20,30,37,54,59,25,   5750115,    1,   Merlin   ,  2 
2147, Wed,20,Jul,2016, 18,29,30,37,46,59,23,   2093346,    0,   Merlin   ,  6 
2146, Sat,16,Jul,2016, 10,14,17,32,36,50,41,  11216708,    1,  Lancelot  ,  1 
2145, Wed,13,Jul,2016, 01,22,30,34,57,58,51,   7827959,    0,   Merlin   ,  3 
2144, Sat, 9,Jul,2016, 01,03,22,29,36,42,12,   6015662,    0,   Merlin   ,  7 
2143, Wed, 6,Jul,2016, 01,03,20,24,38,39,04,   2198488,    0,  Lancelot  ,  6 
2142, Sat, 2,Jul,2016, 03,09,16,19,24,43,13,  14671343,    1,   Merlin   ,  5 
2141, Wed,29,Jun,2016, 10,19,21,45,46,56,02,  11197784,    0,  Lancelot  ,  8 
2140, Sat,25,Jun,2016, 13,14,18,22,24,56,16,   9331785,    0,  Lancelot  ,  5 
2139, Wed,22,Jun,2016, 11,25,36,39,40,57,37,   6026100,    0,  Lancelot  ,  6 
2138, Sat,18,Jun,2016, 10,17,26,31,35,38,47,   3752365,    0,   Merlin   ,  7 
2137, Wed,15,Jun,2016, 02,14,19,20,29,38,27,  21054380,    1,  Lancelot  ,  5 
2136, Sat,11,Jun,2016, 04,17,30,38,47,55,03,  19625229,    0,   Merlin   ,  7 
2135, Wed, 8,Jun,2016, 28,33,43,49,55,58,21,  16666695,    0,  Lancelot  ,  8 
2134, Sat, 4,Jun,2016, 07,32,34,48,55,58,30,  14857812,    0,  Guinevere ,  8 
2133, Wed, 1,Jun,2016, 23,27,36,39,41,49,06,  11376953,    0,  Guinevere ,  6 
2132, Sat,28,May,2016, 08,10,36,40,52,57,59,   9592318,    0,   Arthur   ,  5 
2131, Wed,25,May,2016, 06,20,33,44,45,55,16,   6120716,    0,   Arthur   ,  5 
2130, Sat,21,May,2016, 06,07,19,28,30,52,46,   3837901,    0,  Guinevere ,  8 
2129, Wed,18,May,2016, 01,03,28,34,37,46,59,   6162138,    1,  Guinevere ,  7 
2128, Sat,14,May,2016, 09,12,23,24,32,51,16,   3873490,    0,  Guinevere ,  8 
2127, Wed,11,May,2016, 13,22,23,33,49,54,53,   6315123,    1,  Guinevere ,  7 
2126, Sat, 7,May,2016, 04,14,17,27,34,36,28,   3930932,    0,  Guinevere ,  6 
2125, Wed, 4,May,2016, 01,02,03,04,20,21,22,  11749355,    1,   Arthur   ,  3 
2124, Sat,30,Apr,2016, 01,02,05,38,53,56,31,   9889930,    0,  Guinevere ,  2 
2123, Wed,27,Apr,2016, 12,24,29,34,39,57,28,   6320566,    0,  Guinevere ,  4 
2122, Sat,23,Apr,2016, 02,14,26,35,44,59,24,   3969040,    0,  Guinevere ,  1 
2121, Wed,20,Apr,2016, 01,07,09,10,12,31,28,    729026,    3,   Arthur   ,  2 
2120, Sat,16,Apr,2016, 02,05,14,42,51,55,54,  10317199,    1,   Arthur   ,  2 
2119, Wed,13,Apr,2016, 13,15,17,19,35,57,21,   6737023,    0,   Arthur   ,  4 
2118, Sat, 9,Apr,2016, 20,22,25,34,47,51,18,   4426238,    0,   Arthur   ,  3 
2117, Wed, 6,Apr,2016, 15,17,31,41,50,57,05,  35133888,    1,   Arthur   ,  1 
2116, Sat, 2,Apr,2016, 07,14,20,33,47,55,15,  33282708,    0,   Arthur   ,  1 
2115, Wed,30,Mar,2016, 05,13,24,31,40,41,07,  29875556,    0,  Guinevere ,  4 
2114, Sat,26,Mar,2016, 05,12,43,51,53,57,28,  28269422,    0,  Guinevere ,  1 
2113, Wed,23,Mar,2016, 07,14,21,35,41,42,43,  24887143,    0,   Arthur   ,  3 
2112, Sat,19,Mar,2016, 21,27,31,34,40,54,22,  23255533,    0,  Guinevere ,  4 
2111, Wed,16,Mar,2016, 13,14,31,42,44,58,01,  19917119,    0,  Guinevere ,  3 
2110, Sat,12,Mar,2016, 13,21,30,39,51,56,01,  18326514,    0,  Guinevere ,  2 
2109, Wed, 9,Mar,2016, 26,31,35,37,40,49,36,  14440873,    0,  Guinevere ,  4 
